QtdRobots: 15
QtdEnvironments: 10
QtdRepetitions: 10
QtdObstacles: 50
PointsCollision: -10
PointsMoving: 10
MaxPopulation: 500
MaxTime: 600
EnvMutationRate: 0.2

Environment 0	 h: 5	 mr: 0.2	 nc: 0.5	 nm: 0.5	 bmp: 1	 cc: 1
	Repetition 0
		Population 0
			Robot 0 	f: 0.00 	mf: 0.00 	ga0: 0.67 	ga1: 8.10 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	ga5: 0.00 	ga6: 0.00 	gb0: 0.27 	gb1: 4.16 	gb2: 0.29 	gb3: 0.15 	gb4: -0.17 	gb5: 0.56 	gb6: 0.38 	gb7: -0.47 	gb8: 0.44 	gb9: -0.61
			Robot 11 	f: -11.71 	mf: 37.60 	ga0: -8.24 	ga1: 1.26 	ga2: 0.45 	ga3: 0.19 	ga4: 0.37 	ga5: 0.24 	ga6: 0.62 	gb0: -7.64 	gb1: 1.63 	gb2: 0.34 	gb3: 0.21 	gb4: 0.38 	gb5: 0.13 	gb6: 0.56 	gb7: 0.08 	gb8: 0.07 	gb9: -1.17
			Robot 12 	f: 304.37 	mf: 135.60 	ga0: -7.79 	ga1: 0.47 	ga2: 0.29 	ga3: 0.17 	ga4: 0.30 	ga5: 0.24 	ga6: 0.76 	gb0: -7.40 	gb1: 1.36 	gb2: 0.29 	gb3: 0.23 	gb4: 0.19 	gb5: 0.28 	gb6: 0.73 	gb7: -0.02 	gb8: -0.09 	gb9: -1.35
			Robot 13 	f: -40.99 	mf: -250.00 	ga0: -8.06 	ga1: 2.71 	ga2: 0.30 	ga3: 0.22 	ga4: 0.50 	ga5: 0.38 	ga6: 0.68 	gb0: -7.83 	gb1: 2.62 	gb2: 0.18 	gb3: 0.18 	gb4: 0.43 	gb5: 0.25 	gb6: 0.80 	gb7: -0.13 	gb8: -0.03 	gb9: -1.21
			Robot 14 	f: -546.91 	mf: -167.80 	ga0: -7.83 	ga1: 2.72 	ga2: 0.29 	ga3: 0.37 	ga4: 0.35 	ga5: 0.29 	ga6: 0.61 	gb0: -7.54 	gb1: 2.71 	gb2: 0.24 	gb3: 0.28 	gb4: 0.39 	gb5: 0.34 	gb6: 0.57 	gb7: -0.01 	gb8: 0.07 	gb9: -1.22
		Population 42
			Robot 0 	f: -460.24 	mf: 45.60 	ga0: -8.21 	ga1: 2.62 	ga2: 0.29 	ga3: 0.40 	ga4: 0.37 	ga5: 0.28 	ga6: 0.67 	gb0: -7.94 	gb1: 2.60 	gb2: 0.28 	gb3: 0.42 	gb4: 0.39 	gb5: 0.18 	gb6: 0.74 	gb7: -0.13 	gb8: -0.08 	gb9: -1.35
			Robot 1 	f: 334.41 	mf: 179.40 	ga0: -8.62 	ga1: 2.56 	ga2: 0.29 	ga3: 0.26 	ga4: 0.35 	ga5: 0.26 	ga6: 0.64 	gb0: -7.80 	gb1: 2.64 	gb2: 0.34 	gb3: 0.28 	gb4: 0.33 	gb5: 0.20 	gb6: 0.73 	gb7: -0.04 	gb8: -0.05 	gb9: -1.24
			Robot 2 	f: -136.35 	mf: -108.40 	ga0: -8.07 	ga1: 1.20 	ga2: 0.30 	ga3: 0.23 	ga4: 0.57 	ga5: 0.25 	ga6: 0.63 	gb0: -7.73 	gb1: 1.63 	gb2: 0.34 	gb3: 0.23 	gb4: 0.39 	gb5: 0.19 	gb6: 0.72 	gb7: -0.07 	gb8: -0.04 	gb9: -1.30
			Robot 3 	f: 236.06 	mf: -84.00 	ga0: -7.53 	ga1: 1.99 	ga2: 0.29 	ga3: 0.19 	ga4: 0.47 	ga5: 0.30 	ga6: 0.62 	gb0: -7.33 	gb1: 2.15 	gb2: 0.21 	gb3: 0.18 	gb4: 0.46 	gb5: 0.33 	gb6: 0.53 	gb7: 0.10 	gb8: -0.12 	gb9: -1.29
			Robot 4 	f: 193.09 	mf: 123.00 	ga0: -7.19 	ga1: 2.53 	ga2: 0.29 	ga3: 0.19 	ga4: 0.42 	ga5: 0.26 	ga6: 0.62 	gb0: -7.09 	gb1: 2.57 	gb2: 0.33 	gb3: 0.21 	gb4: 0.33 	gb5: 0.22 	gb6: 0.58 	gb7: -0.13 	gb8: -0.06 	gb9: -1.16
			Robot 5 	f: 41.83 	mf: 131.20 	ga0: -8.20 	ga1: 2.65 	ga2: 0.29 	ga3: 0.48 	ga4: 0.35 	ga5: 0.25 	ga6: 0.62 	gb0: -7.76 	gb1: 2.69 	gb2: 0.23 	gb3: 0.42 	gb4: 0.34 	gb5: 0.25 	gb6: 0.76 	gb7: 0.03 	gb8: -0.07 	gb9: -1.32
			Robot 6 	f: 385.77 	mf: -448.20 	ga0: -7.77 	ga1: 2.68 	ga2: 0.29 	ga3: 0.38 	ga4: 0.37 	ga5: 0.32 	ga6: 0.64 	gb0: -7.47 	gb1: 2.67 	gb2: 0.25 	gb3: 0.23 	gb4: 0.37 	gb5: 0.20 	gb6: 0.65 	gb7: -0.03 	gb8: 0.02 	gb9: -1.33
			Robot 7 	f: 69.45 	mf: -66.60 	ga0: -8.17 	ga1: 2.63 	ga2: 0.30 	ga3: 0.27 	ga4: 0.35 	ga5: 0.25 	ga6: 0.65 	gb0: -7.93 	gb1: 2.69 	gb2: 0.33 	gb3: 0.30 	gb4: 0.41 	gb5: 0.18 	gb6: 0.68 	gb7: -0.07 	gb8: -0.11 	gb9: -1.32
			Robot 8 	f: -591.31 	mf: -58.00 	ga0: -8.16 	ga1: 0.26 	ga2: 0.29 	ga3: 0.55 	ga4: 0.44 	ga5: 0.26 	ga6: 0.74 	gb0: -8.01 	gb1: 1.40 	gb2: 0.25 	gb3: 0.37 	gb4: 0.33 	gb5: 0.19 	gb6: 0.78 	gb7: 0.03 	gb8: -0.03 	gb9: -1.20
			Robot 9 	f: -482.35 	mf: -437.60 	ga0: -8.34 	ga1: 1.96 	ga2: 0.40 	ga3: 0.37 	ga4: 0.42 	ga5: 0.33 	ga6: 0.69 	gb0: -8.07 	gb1: 2.22 	gb2: 0.41 	gb3: 0.29 	gb4: 0.39 	gb5: 0.26 	gb6: 0.77 	gb7: 0.04 	gb8: -0.01 	gb9: -1.30
			Robot 10 	f: -1068.54 	mf: -557.00 	ga0: -8.17 	ga1: 2.64 	ga2: 0.29 	ga3: 0.24 	ga4: 0.37 	ga5: 0.38 	ga6: 0.75 	gb0: -7.93 	gb1: 2.72 	gb2: 0.19 	gb3: 0.34 	gb4: 0.39 	gb5: 0.28 	gb6: 0.79 	gb7: -0.08 	gb8: -0.02 	gb9: -1.37
			Robot 11 	f: 73.85 	mf: 20.20 	ga0: -8.43 	ga1: 1.91 	ga2: 0.37 	ga3: 0.23 	ga4: 0.36 	ga5: 0.25 	ga6: 0.63 	gb0: -8.04 	gb1: 1.98 	gb2: 0.38 	gb3: 0.24 	gb4: 0.43 	gb5: 0.25 	gb6: 0.60 	gb7: 0.09 	gb8: 0.07 	gb9: -1.27
			Robot 12 	f: -449.23 	mf: -24.00 	ga0: -8.20 	ga1: 0.26 	ga2: 0.29 	ga3: 0.21 	ga4: 0.32 	ga5: 0.26 	ga6: 0.70 	gb0: -8.00 	gb1: 1.19 	gb2: 0.34 	gb3: 0.20 	gb4: 0.37 	gb5: 0.35 	gb6: 0.73 	gb7: -0.08 	gb8: -0.03 	gb9: -1.23
			Robot 13 	f: 313.11 	mf: -114.20 	ga0: -8.06 	ga1: 2.71 	ga2: 0.30 	ga3: 0.22 	ga4: 0.50 	ga5: 0.38 	ga6: 0.68 	gb0: -7.83 	gb1: 2.62 	gb2: 0.18 	gb3: 0.18 	gb4: 0.43 	gb5: 0.25 	gb6: 0.80 	gb7: -0.13 	gb8: -0.03 	gb9: -1.21
			Robot 14 	f: -273.89 	mf: -284.60 	ga0: -8.22 	ga1: 2.64 	ga2: 0.29 	ga3: 0.32 	ga4: 0.37 	ga5: 0.27 	ga6: 0.63 	gb0: -7.86 	gb1: 2.71 	gb2: 0.28 	gb3: 0.22 	gb4: 0.45 	gb5: 0.28 	gb6: 0.59 	gb7: -0.06 	gb8: 0.09 	gb9: -1.29
		Population 43
			Robot 0 	f: -520.86 	mf: -102.60 	ga0: -8.41 	ga1: 2.59 	ga2: 0.29 	ga3: 0.38 	ga4: 0.36 	ga5: 0.27 	ga6: 0.69 	gb0: -8.21 	gb1: 2.50 	gb2: 0.38 	gb3: 0.33 	gb4: 0.36 	gb5: 0.23 	gb6: 0.69 	gb7: -0.13 	gb8: 0.02 	gb9: -1.33
			Robot 1 	f: 151.19 	mf: 312.40 	ga0: -8.62 	ga1: 2.56 	ga2: 0.29 	ga3: 0.26 	ga4: 0.35 	ga5: 0.26 	ga6: 0.64 	gb0: -7.80 	gb1: 2.64 	gb2: 0.34 	gb3: 0.28 	gb4: 0.33 	gb5: 0.20 	gb6: 0.73 	gb7: -0.04 	gb8: -0.05 	gb9: -1.24
			Robot 2 	f: 140.80 	mf: 30.80 	ga0: -8.34 	ga1: 1.88 	ga2: 0.29 	ga3: 0.25 	ga4: 0.46 	ga5: 0.25 	ga6: 0.63 	gb0: -7.98 	gb1: 2.07 	gb2: 0.38 	gb3: 0.24 	gb4: 0.33 	gb5: 0.16 	gb6: 0.60 	gb7: 0.01 	gb8: 0.07 	gb9: -1.34
			Robot 3 	f: 223.81 	mf: -10.20 	ga0: -8.07 	ga1: 1.14 	ga2: 0.29 	ga3: 0.31 	ga4: 0.41 	ga5: 0.28 	ga6: 0.63 	gb0: -7.84 	gb1: 1.79 	gb2: 0.24 	gb3: 0.17 	gb4: 0.50 	gb5: 0.22 	gb6: 0.56 	gb7: -0.09 	gb8: -0.08 	gb9: -1.27
			Robot 4 	f: 367.09 	mf: 124.20 	ga0: -7.19 	ga1: 2.53 	ga2: 0.29 	ga3: 0.19 	ga4: 0.42 	ga5: 0.26 	ga6: 0.62 	gb0: -7.09 	gb1: 2.57 	gb2: 0.33 	gb3: 0.21 	gb4: 0.33 	gb5: 0.22 	gb6: 0.58 	gb7: -0.13 	gb8: -0.06 	gb9: -1.16
			Robot 5 	f: -565.90 	mf: -51.80 	ga0: -8.41 	ga1: 2.60 	ga2: 0.29 	ga3: 0.51 	ga4: 0.35 	ga5: 0.25 	ga6: 0.63 	gb0: -8.08 	gb1: 2.61 	gb2: 0.23 	gb3: 0.48 	gb4: 0.37 	gb5: 0.20 	gb6: 0.73 	gb7: 0.06 	gb8: -0.05 	gb9: -1.25
			Robot 6 	f: -158.09 	mf: -283.40 	ga0: -8.19 	ga1: 2.62 	ga2: 0.29 	ga3: 0.32 	ga4: 0.36 	ga5: 0.29 	ga6: 0.64 	gb0: -8.01 	gb1: 2.67 	gb2: 0.37 	gb3: 0.36 	gb4: 0.41 	gb5: 0.23 	gb6: 0.57 	gb7: -0.08 	gb8: 0.02 	gb9: -1.26
			Robot 7 	f: 4.80 	mf: -110.60 	ga0: -8.39 	ga1: 2.59 	ga2: 0.29 	ga3: 0.26 	ga4: 0.35 	ga5: 0.41 	ga6: 0.68 	gb0: -8.20 	gb1: 2.71 	gb2: 0.37 	gb3: 0.26 	gb4: 0.38 	gb5: 0.31 	gb6: 0.60 	gb7: -0.03 	gb8: -0.04 	gb9: -1.36
			Robot 8 	f: -548.71 	mf: -246.40 	ga0: -8.70 	ga1: 0.70 	ga2: 0.29 	ga3: 0.41 	ga4: 0.39 	ga5: 0.50 	ga6: 0.79 	gb0: -8.33 	gb1: 1.38 	gb2: 0.37 	gb3: 0.41 	gb4: 0.31 	gb5: 0.32 	gb6: 0.72 	gb7: -0.09 	gb8: 0.01 	gb9: -1.27
			Robot 9 	f: -786.03 	mf: -554.20 	ga0: -8.48 	ga1: 2.26 	ga2: 0.35 	ga3: 0.32 	ga4: 0.39 	ga5: 0.30 	ga6: 0.66 	gb0: -8.14 	gb1: 2.33 	gb2: 0.29 	gb3: 0.38 	gb4: 0.40 	gb5: 0.22 	gb6: 0.61 	gb7: -0.04 	gb8: -0.06 	gb9: -1.29
			Robot 10 	f: 210.26 	mf: -437.60 	ga0: -8.39 	ga1: 2.60 	ga2: 0.29 	ga3: 0.25 	ga4: 0.60 	ga5: 0.43 	ga6: 0.69 	gb0: -8.23 	gb1: 2.68 	gb2: 0.37 	gb3: 0.23 	gb4: 0.54 	gb5: 0.26 	gb6: 0.72 	gb7: -0.08 	gb8: 0.06 	gb9: -1.24
			Robot 11 	f: -582.25 	mf: -165.80 	ga0: -8.52 	ga1: 2.23 	ga2: 0.48 	ga3: 0.24 	ga4: 0.35 	ga5: 0.25 	ga6: 0.63 	gb0: -8.29 	gb1: 2.29 	gb2: 0.41 	gb3: 0.27 	gb4: 0.41 	gb5: 0.27 	gb6: 0.68 	gb7: 0.10 	gb8: -0.09 	gb9: -1.25
			Robot 12 	f: 389.51 	mf: 167.20 	ga0: -8.20 	ga1: 0.26 	ga2: 0.29 	ga3: 0.21 	ga4: 0.32 	ga5: 0.26 	ga6: 0.70 	gb0: -8.00 	gb1: 1.19 	gb2: 0.34 	gb3: 0.20 	gb4: 0.37 	gb5: 0.35 	gb6: 0.73 	gb7: -0.08 	gb8: -0.03 	gb9: -1.23
			Robot 13 	f: 93.91 	mf: -9.80 	ga0: -8.34 	ga1: 2.63 	ga2: 0.53 	ga3: 0.39 	ga4: 0.42 	ga5: 0.32 	ga6: 0.84 	gb0: -8.14 	gb1: 2.65 	gb2: 0.45 	gb3: 0.32 	gb4: 0.40 	gb5: 0.18 	gb6: 0.78 	gb7: -0.03 	gb8: -0.04 	gb9: -1.18
			Robot 14 	f: -527.48 	mf: -446.80 	ga0: -8.42 	ga1: 2.60 	ga2: 0.29 	ga3: 0.29 	ga4: 0.36 	ga5: 0.27 	ga6: 0.63 	gb0: -8.14 	gb1: 2.69 	gb2: 0.29 	gb3: 0.35 	gb4: 0.32 	gb5: 0.17 	gb6: 0.68 	gb7: 0.02 	gb8: -0.04 	gb9: -1.34
		Population 44
			Robot 0 	f: -593.83 	mf: -259.40 	ga0: -8.52 	ga1: 2.57 	ga2: 0.46 	ga3: 0.32 	ga4: 0.50 	ga5: 0.30 	ga6: 0.66 	gb0: -8.31 	gb1: 2.56 	gb2: 0.31 	gb3: 0.23 	gb4: 0.37 	gb5: 0.31 	gb6: 0.77 	gb7: 0.03 	gb8: 0.05 	gb9: -1.38
			Robot 1 	f: 451.64 	mf: 326.20 	ga0: -8.62 	ga1: 2.56 	ga2: 0.29 	ga3: 0.26 	ga4: 0.35 	ga5: 0.26 	ga6: 0.64 	gb0: -7.80 	gb1: 2.64 	gb2: 0.34 	gb3: 0.28 	gb4: 0.33 	gb5: 0.20 	gb6: 0.73 	gb7: -0.04 	gb8: -0.05 	gb9: -1.24
			Robot 2 	f: 351.23 	mf: 198.20 	ga0: -8.34 	ga1: 1.88 	ga2: 0.29 	ga3: 0.25 	ga4: 0.46 	ga5: 0.25 	ga6: 0.63 	gb0: -7.98 	gb1: 2.07 	gb2: 0.38 	gb3: 0.24 	gb4: 0.33 	gb5: 0.16 	gb6: 0.60 	gb7: 0.01 	gb8: 0.07 	gb9: -1.34
			Robot 3 	f: -560.36 	mf: -176.20 	ga0: -8.35 	ga1: 1.85 	ga2: 0.29 	ga3: 0.28 	ga4: 0.38 	ga5: 0.27 	ga6: 0.86 	gb0: -7.99 	gb1: 2.01 	gb2: 0.29 	gb3: 0.21 	gb4: 0.40 	gb5: 0.29 	gb6: 0.74 	gb7: -0.10 	gb8: 0.05 	gb9: -1.18
			Robot 4 	f: 256.63 	mf: 118.00 	ga0: -8.95 	ga1: 2.54 	ga2: 0.29 	ga3: 0.22 	ga4: 0.39 	ga5: 0.26 	ga6: 0.63 	gb0: -8.26 	gb1: 2.55 	gb2: 0.22 	gb3: 0.29 	gb4: 0.34 	gb5: 0.24 	gb6: 0.58 	gb7: -0.13 	gb8: 0.04 	gb9: -1.33
			Robot 5 	f: 60.82 	mf: 63.40 	ga0: -8.51 	ga1: 2.58 	ga2: 0.29 	ga3: 0.59 	ga4: 0.35 	ga5: 0.25 	ga6: 0.80 	gb0: -8.21 	gb1: 2.61 	gb2: 0.34 	gb3: 0.50 	gb4: 0.26 	gb5: 0.26 	gb6: 0.85 	gb7: 0.02 	gb8: -0.00 	gb9: -1.33
			Robot 6 	f: -533.72 	mf: -282.60 	ga0: -8.41 	ga1: 2.59 	ga2: 0.29 	ga3: 0.29 	ga4: 0.35 	ga5: 0.27 	ga6: 0.67 	gb0: -8.08 	gb1: 2.70 	gb2: 0.38 	gb3: 0.21 	gb4: 0.30 	gb5: 0.23 	gb6: 0.56 	gb7: -0.05 	gb8: -0.01 	gb9: -1.34
			Robot 7 	f: 244.09 	mf: -31.40 	ga0: -8.51 	ga1: 2.58 	ga2: 0.29 	ga3: 0.26 	ga4: 0.35 	ga5: 0.33 	ga6: 0.66 	gb0: -8.32 	gb1: 2.58 	gb2: 0.32 	gb3: 0.28 	gb4: 0.43 	gb5: 0.28 	gb6: 0.73 	gb7: -0.02 	gb8: 0.00 	gb9: -1.30
			Robot 8 	f: -389.14 	mf: -207.00 	ga0: -8.66 	ga1: -0.18 	ga2: 0.29 	ga3: 0.49 	ga4: 0.37 	ga5: 0.38 	ga6: 0.93 	gb0: -8.41 	gb1: 0.90 	gb2: 0.39 	gb3: 0.40 	gb4: 0.25 	gb5: 0.31 	gb6: 0.82 	gb7: -0.10 	gb8: 0.02 	gb9: -1.32
			Robot 9 	f: 92.86 	mf: -422.40 	ga0: -8.55 	ga1: 2.41 	ga2: 0.32 	ga3: 0.29 	ga4: 0.37 	ga5: 0.28 	ga6: 0.65 	gb0: -8.35 	gb1: 2.49 	gb2: 0.38 	gb3: 0.27 	gb4: 0.39 	gb5: 0.22 	gb6: 0.65 	gb7: 0.06 	gb8: 0.04 	gb9: -1.29
			Robot 10 	f: 431.82 	mf: -241.40 	ga0: -8.39 	ga1: 2.60 	ga2: 0.29 	ga3: 0.25 	ga4: 0.60 	ga5: 0.43 	ga6: 0.69 	gb0: -8.23 	gb1: 2.68 	gb2: 0.37 	gb3: 0.23 	gb4: 0.54 	gb5: 0.26 	gb6: 0.72 	gb7: -0.08 	gb8: 0.06 	gb9: -1.24
			Robot 11 	f: 69.43 	mf: -42.20 	ga0: -8.57 	ga1: 2.20 	ga2: 0.39 	ga3: 0.25 	ga4: 0.35 	ga5: 0.25 	ga6: 0.82 	gb0: -8.35 	gb1: 2.24 	gb2: 0.45 	gb3: 0.30 	gb4: 0.28 	gb5: 0.22 	gb6: 0.73 	gb7: -0.00 	gb8: -0.11 	gb9: -1.30
			Robot 12 	f: 360.99 	mf: 178.80 	ga0: -8.20 	ga1: 0.26 	ga2: 0.29 	ga3: 0.21 	ga4: 0.32 	ga5: 0.26 	ga6: 0.70 	gb0: -8.00 	gb1: 1.19 	gb2: 0.34 	gb3: 0.20 	gb4: 0.37 	gb5: 0.35 	gb6: 0.73 	gb7: -0.08 	gb8: -0.03 	gb9: -1.23
			Robot 13 	f: -381.62 	mf: -88.00 	ga0: -8.48 	ga1: 2.60 	ga2: 0.41 	ga3: 0.33 	ga4: 0.58 	ga5: 0.29 	ga6: 0.74 	gb0: -8.15 	gb1: 2.58 	gb2: 0.34 	gb3: 0.25 	gb4: 0.41 	gb5: 0.20 	gb6: 0.78 	gb7: -0.08 	gb8: -0.02 	gb9: -1.24
			Robot 14 	f: 349.66 	mf: -282.60 	ga0: -8.42 	ga1: 2.60 	ga2: 0.29 	ga3: 0.29 	ga4: 0.36 	ga5: 0.27 	ga6: 0.63 	gb0: -8.14 	gb1: 2.69 	gb2: 0.29 	gb3: 0.35 	gb4: 0.32 	gb5: 0.17 	gb6: 0.68 	gb7: 0.02 	gb8: -0.04 	gb9: -1.34
		Population 45
			Robot 0 	f: -506.21 	mf: -385.60 	ga0: -8.78 	ga1: 1.28 	ga2: 0.37 	ga3: 0.29 	ga4: 0.43 	ga5: 0.28 	ga6: 0.65 	gb0: -8.32 	gb1: 1.99 	gb2: 0.32 	gb3: 0.19 	gb4: 0.37 	gb5: 0.20 	gb6: 0.69 	gb7: -0.04 	gb8: -0.08 	gb9: -1.32
			Robot 1 	f: 63.39 	mf: 268.40 	ga0: -8.62 	ga1: 2.56 	ga2: 0.29 	ga3: 0.26 	ga4: 0.35 	ga5: 0.26 	ga6: 0.64 	gb0: -7.80 	gb1: 2.64 	gb2: 0.34 	gb3: 0.28 	gb4: 0.33 	gb5: 0.20 	gb6: 0.73 	gb7: -0.04 	gb8: -0.05 	gb9: -1.24
			Robot 2 	f: -591.33 	mf: 0.00 	ga0: -8.74 	ga1: 2.22 	ga2: 0.29 	ga3: 0.25 	ga4: 0.40 	ga5: 0.25 	ga6: 0.63 	gb0: -8.33 	gb1: 2.38 	gb2: 0.42 	gb3: 0.23 	gb4: 0.31 	gb5: 0.13 	gb6: 0.66 	gb7: 0.06 	gb8: 0.02 	gb9: -1.36
			Robot 3 	f: -59.02 	mf: -264.00 	ga0: -8.48 	ga1: 2.20 	ga2: 0.29 	ga3: 0.27 	ga4: 0.36 	ga5: 0.26 	ga6: 0.75 	gb0: -8.26 	gb1: 2.33 	gb2: 0.21 	gb3: 0.22 	gb4: 0.41 	gb5: 0.24 	gb6: 0.77 	gb7: -0.07 	gb8: 0.10 	gb9: -1.29
			Robot 4 	f: -461.53 	mf: -41.80 	ga0: -8.78 	ga1: 2.55 	ga2: 0.43 	ga3: 0.25 	ga4: 0.37 	ga5: 0.26 	ga6: 0.63 	gb0: -8.49 	gb1: 2.59 	gb2: 0.43 	gb3: 0.29 	gb4: 0.40 	gb5: 0.31 	gb6: 0.71 	gb7: -0.12 	gb8: 0.01 	gb9: -1.23
			Robot 5 	f: -591.91 	mf: -134.40 	ga0: -8.57 	ga1: 2.57 	ga2: 0.29 	ga3: 0.43 	ga4: 0.35 	ga5: 0.48 	ga6: 0.72 	gb0: -8.27 	gb1: 2.55 	gb2: 0.27 	gb3: 0.49 	gb4: 0.28 	gb5: 0.39 	gb6: 0.85 	gb7: -0.00 	gb8: -0.00 	gb9: -1.22
			Robot 6 	f: -535.39 	mf: -285.40 	ga0: -8.51 	ga1: 2.57 	ga2: 0.29 	ga3: 0.27 	ga4: 0.35 	ga5: 0.26 	ga6: 0.65 	gb0: -8.14 	gb1: 2.62 	gb2: 0.39 	gb3: 0.33 	gb4: 0.24 	gb5: 0.23 	gb6: 0.63 	gb7: -0.11 	gb8: -0.10 	gb9: -1.22
			Robot 7 	f: 323.13 	mf: 15.60 	ga0: -8.51 	ga1: 2.58 	ga2: 0.29 	ga3: 0.26 	ga4: 0.35 	ga5: 0.33 	ga6: 0.66 	gb0: -8.32 	gb1: 2.58 	gb2: 0.32 	gb3: 0.28 	gb4: 0.43 	gb5: 0.28 	gb6: 0.73 	gb7: -0.02 	gb8: 0.00 	gb9: -1.30
			Robot 8 	f: 111.16 	mf: -266.60 	ga0: -8.82 	ga1: 1.09 	ga2: 0.46 	ga3: 0.37 	ga4: 0.39 	ga5: 0.47 	ga6: 0.78 	gb0: -8.42 	gb1: 1.35 	gb2: 0.46 	gb3: 0.32 	gb4: 0.40 	gb5: 0.29 	gb6: 0.78 	gb7: -0.02 	gb8: -0.08 	gb9: -1.33
			Robot 9 	f: -487.74 	mf: -441.00 	ga0: -8.58 	ga1: 2.48 	ga2: 0.30 	ga3: 0.27 	ga4: 0.36 	ga5: 0.27 	ga6: 0.64 	gb0: -8.37 	gb1: 2.46 	gb2: 0.41 	gb3: 0.23 	gb4: 0.26 	gb5: 0.16 	gb6: 0.74 	gb7: 0.04 	gb8: 0.01 	gb9: -1.31
			Robot 10 	f: 455.77 	mf: -51.40 	ga0: -8.39 	ga1: 2.60 	ga2: 0.29 	ga3: 0.25 	ga4: 0.60 	ga5: 0.43 	ga6: 0.69 	gb0: -8.23 	gb1: 2.68 	gb2: 0.37 	gb3: 0.23 	gb4: 0.54 	gb5: 0.26 	gb6: 0.72 	gb7: -0.08 	gb8: 0.06 	gb9: -1.24
			Robot 11 	f: -58.10 	mf: -101.80 	ga0: -8.59 	ga1: 2.38 	ga2: 0.34 	ga3: 0.30 	ga4: 0.35 	ga5: 0.37 	ga6: 0.73 	gb0: -8.28 	gb1: 2.33 	gb2: 0.41 	gb3: 0.35 	gb4: 0.30 	gb5: 0.31 	gb6: 0.74 	gb7: -0.02 	gb8: -0.02 	gb9: -1.26
			Robot 12 	f: 414.71 	mf: 203.60 	ga0: -8.20 	ga1: 0.26 	ga2: 0.29 	ga3: 0.21 	ga4: 0.32 	ga5: 0.26 	ga6: 0.70 	gb0: -8.00 	gb1: 1.19 	gb2: 0.34 	gb3: 0.20 	gb4: 0.37 	gb5: 0.35 	gb6: 0.73 	gb7: -0.08 	gb8: -0.03 	gb9: -1.23
			Robot 13 	f: -539.33 	mf: -110.80 	ga0: -8.55 	ga1: 2.58 	ga2: 0.35 	ga3: 0.41 	ga4: 0.46 	ga5: 0.27 	ga6: 0.78 	gb0: -8.27 	gb1: 2.60 	gb2: 0.26 	gb3: 0.26 	gb4: 0.38 	gb5: 0.24 	gb6: 0.67 	gb7: -0.01 	gb8: -0.11 	gb9: -1.27
			Robot 14 	f: -594.37 	mf: -318.20 	ga0: -8.52 	ga1: 2.58 	ga2: 0.45 	ga3: 0.27 	ga4: 0.49 	ga5: 0.26 	ga6: 0.82 	gb0: -8.16 	gb1: 2.67 	gb2: 0.38 	gb3: 0.21 	gb4: 0.41 	gb5: 0.22 	gb6: 0.85 	gb7: -0.04 	gb8: -0.07 	gb9: -1.36
		Population 46
			Robot 0 	f: 56.85 	mf: -404.60 	ga0: -8.70 	ga1: 1.92 	ga2: 0.33 	ga3: 0.27 	ga4: 0.39 	ga5: 0.27 	ga6: 0.64 	gb0: -8.44 	gb1: 2.15 	gb2: 0.32 	gb3: 0.25 	gb4: 0.27 	gb5: 0.26 	gb6: 0.66 	gb7: -0.04 	gb8: -0.06 	gb9: -1.24
			Robot 1 	f: -252.59 	mf: 149.40 	ga0: -8.62 	ga1: 2.56 	ga2: 0.29 	ga3: 0.26 	ga4: 0.35 	ga5: 0.26 	ga6: 0.64 	gb0: -7.80 	gb1: 2.64 	gb2: 0.34 	gb3: 0.28 	gb4: 0.33 	gb5: 0.20 	gb6: 0.73 	gb7: -0.04 	gb8: -0.05 	gb9: -1.24
			Robot 2 	f: 179.30 	mf: -11.40 	ga0: -8.74 	ga1: 2.22 	ga2: 0.29 	ga3: 0.25 	ga4: 0.40 	ga5: 0.25 	ga6: 0.63 	gb0: -8.33 	gb1: 2.38 	gb2: 0.42 	gb3: 0.23 	gb4: 0.31 	gb5: 0.13 	gb6: 0.66 	gb7: 0.06 	gb8: 0.02 	gb9: -1.36
			Robot 3 	f: 232.39 	mf: 14.40 	ga0: -8.48 	ga1: 2.20 	ga2: 0.29 	ga3: 0.27 	ga4: 0.36 	ga5: 0.26 	ga6: 0.75 	gb0: -8.26 	gb1: 2.33 	gb2: 0.21 	gb3: 0.22 	gb4: 0.41 	gb5: 0.24 	gb6: 0.77 	gb7: -0.07 	gb8: 0.10 	gb9: -1.29
			Robot 4 	f: -471.95 	mf: -23.20 	ga0: -8.70 	ga1: 2.55 	ga2: 0.36 	ga3: 0.26 	ga4: 0.36 	ga5: 0.26 	ga6: 0.63 	gb0: -8.38 	gb1: 2.67 	gb2: 0.37 	gb3: 0.34 	gb4: 0.29 	gb5: 0.26 	gb6: 0.72 	gb7: -0.12 	gb8: -0.04 	gb9: -1.18
			Robot 5 	f: -392.07 	mf: -289.40 	ga0: -8.59 	ga1: 2.56 	ga2: 0.29 	ga3: 0.34 	ga4: 0.35 	ga5: 0.37 	ga6: 0.89 	gb0: -8.37 	gb1: 2.49 	gb2: 0.20 	gb3: 0.40 	gb4: 0.28 	gb5: 0.34 	gb6: 0.84 	gb7: -0.08 	gb8: 0.07 	gb9: -1.21
