QtdRobots: 15
QtdEnvironments: 10
QtdRepetitions: 10
QtdObstacles: 50
PointsCollision: -100
PointsMoving: 10
MaxPopulation: 500
MaxTime: 600
EnvMutationRate: 0.2

Environment 0	 h: 5	 mr: 0.4	 nc: 0.5	 nm: 0.2	 bmp: 1	 cc: 0
	Repetition 0
		Population 0
			Robot 0 	f: 0.00 	mf: 0.00 	ga0: 0.62 	ga1: 2.55 	ga2: 0.00 	ga3: 0.08 	ga4: 0.06 	ga5: 0.00 	ga6: 0.00 	gb0: 0.59 	gb1: 0.67 	gb2: 0.26 	gb3: 0.25 	gb4: 0.33 	gb5: -0.70 	gb6: 1.02 	gb7: 1.43 	gb8: 3.95 	gb9: -1.57
			Robot 4 	f: 34.04 	mf: 14.80 	ga0: 0.76 	ga1: 1.93 	ga2: 0.37 	ga3: 0.41 	ga4: 0.67 	ga5: 0.43 	ga6: 0.74 	gb0: 0.66 	gb1: 0.42 	gb2: 0.38 	gb3: 0.41 	gb4: 0.49 	gb5: 0.10 	gb6: -2.28 	gb7: -0.51 	gb8: 0.67 	gb9: -1.99
			Robot 5 	f: 33.26 	mf: 32.60 	ga0: 0.55 	ga1: 1.46 	ga2: 0.38 	ga3: 0.22 	ga4: 0.47 	ga5: 0.29 	ga6: 0.72 	gb0: 0.68 	gb1: 0.46 	gb2: 0.17 	gb3: 0.43 	gb4: 0.21 	gb5: -0.37 	gb6: 2.17 	gb7: 1.14 	gb8: -0.33 	gb9: -0.98
			Robot 6 	f: 88.29 	mf: 41.80 	ga0: 0.37 	ga1: 1.45 	ga2: 0.50 	ga3: 0.34 	ga4: 0.45 	ga5: 0.34 	ga6: 0.82 	gb0: 0.57 	gb1: 0.57 	gb2: 0.17 	gb3: 0.80 	gb4: 0.34 	gb5: 1.06 	gb6: -1.97 	gb7: 1.92 	gb8: 0.24 	gb9: 0.32
			Robot 7 	f: 126.39 	mf: 115.40 	ga0: 0.32 	ga1: 1.37 	ga2: 0.41 	ga3: 0.23 	ga4: 0.41 	ga5: 0.31 	ga6: 0.54 	gb0: 0.69 	gb1: 0.76 	gb2: 0.28 	gb3: 0.76 	gb4: 0.39 	gb5: 0.96 	gb6: -0.09 	gb7: 0.42 	gb8: -0.88 	gb9: -2.90
			Robot 8 	f: -2164.25 	mf: -1109.40 	ga0: 0.30 	ga1: 2.15 	ga2: 0.31 	ga3: 0.22 	ga4: 0.59 	ga5: 0.34 	ga6: 0.60 	gb0: 0.56 	gb1: 0.60 	gb2: 0.16 	gb3: 0.41 	gb4: 0.59 	gb5: -1.28 	gb6: -0.28 	gb7: -2.08 	gb8: -0.46 	gb9: -0.34
			Robot 9 	f: 3.83 	mf: 13.40 	ga0: 0.19 	ga1: 1.40 	ga2: 0.31 	ga3: 0.24 	ga4: 0.48 	ga5: 0.55 	ga6: 0.66 	gb0: 0.64 	gb1: 0.62 	gb2: 0.20 	gb3: 0.75 	gb4: 0.47 	gb5: -0.14 	gb6: 2.79 	gb7: -0.04 	gb8: 0.31 	gb9: -0.75
			Robot 10 	f: 72.17 	mf: 103.40 	ga0: 0.65 	ga1: 1.46 	ga2: 0.29 	ga3: 0.33 	ga4: 0.51 	ga5: 0.32 	ga6: 0.61 	gb0: 0.46 	gb1: 0.60 	gb2: 0.59 	gb3: 0.68 	gb4: 0.32 	gb5: 1.04 	gb6: -2.22 	gb7: -1.48 	gb8: 0.73 	gb9: -3.64
			Robot 11 	f: 150.62 	mf: -42.20 	ga0: 0.77 	ga1: 1.41 	ga2: 0.31 	ga3: 0.32 	ga4: 0.48 	ga5: 0.49 	ga6: 0.78 	gb0: 0.40 	gb1: 0.49 	gb2: 0.50 	gb3: 0.61 	gb4: 0.49 	gb5: 1.92 	gb6: 1.99 	gb7: 0.14 	gb8: -0.37 	gb9: -2.83
			Robot 12 	f: 152.58 	mf: 124.00 	ga0: 0.49 	ga1: 1.21 	ga2: 0.30 	ga3: 0.22 	ga4: 0.44 	ga5: 0.28 	ga6: 0.54 	gb0: 0.35 	gb1: 0.49 	gb2: 0.26 	gb3: 0.65 	gb4: 0.32 	gb5: 2.11 	gb6: 2.13 	gb7: -1.33 	gb8: -2.62 	gb9: -2.41
			Robot 13 	f: -123.73 	mf: -553.80 	ga0: 0.37 	ga1: 0.67 	ga2: 0.30 	ga3: 0.27 	ga4: 0.41 	ga5: 0.40 	ga6: 0.61 	gb0: 0.61 	gb1: 0.40 	gb2: 0.35 	gb3: 0.60 	gb4: 0.53 	gb5: -2.21 	gb6: -0.48 	gb7: -1.68 	gb8: -1.40 	gb9: -2.45
			Robot 14 	f: 14.01 	mf: 45.40 	ga0: 0.74 	ga1: 0.52 	ga2: 0.63 	ga3: 0.40 	ga4: 0.45 	ga5: 0.30 	ga6: 0.59 	gb0: 0.59 	gb1: 0.66 	gb2: 0.45 	gb3: 0.37 	gb4: 0.39 	gb5: 2.72 	gb6: 0.88 	gb7: -1.62 	gb8: -0.14 	gb9: -0.35
		Population 20
			Robot 0 	f: 9.47 	mf: 28.80 	ga0: 0.65 	ga1: 1.47 	ga2: 0.51 	ga3: 0.22 	ga4: 0.52 	ga5: 0.58 	ga6: 0.55 	gb0: 0.30 	gb1: 0.63 	gb2: 0.16 	gb3: 0.53 	gb4: 0.27 	gb5: 0.81 	gb6: 0.76 	gb7: -1.64 	gb8: -0.14 	gb9: -0.92
			Robot 1 	f: 12.47 	mf: -174.20 	ga0: 0.53 	ga1: 2.10 	ga2: 0.33 	ga3: 0.38 	ga4: 0.50 	ga5: 0.41 	ga6: 0.54 	gb0: 0.60 	gb1: 0.77 	gb2: 0.39 	gb3: 0.59 	gb4: 0.60 	gb5: -0.26 	gb6: 0.31 	gb7: 1.19 	gb8: -3.26 	gb9: -1.77
			Robot 2 	f: 157.05 	mf: 7.80 	ga0: 0.40 	ga1: 2.74 	ga2: 0.29 	ga3: 0.35 	ga4: 0.50 	ga5: 0.56 	ga6: 0.59 	gb0: 0.39 	gb1: 0.35 	gb2: 0.28 	gb3: 0.75 	gb4: 0.28 	gb5: 1.58 	gb6: 0.47 	gb7: -1.60 	gb8: -0.71 	gb9: -0.98
			Robot 3 	f: 110.00 	mf: 101.60 	ga0: 0.22 	ga1: 1.33 	ga2: 0.31 	ga3: 0.35 	ga4: 0.47 	ga5: 0.28 	ga6: 0.54 	gb0: 0.53 	gb1: 0.34 	gb2: 0.36 	gb3: 0.60 	gb4: 0.35 	gb5: 0.31 	gb6: 3.25 	gb7: -2.06 	gb8: -1.98 	gb9: -2.37
			Robot 4 	f: -123.52 	mf: -10.00 	ga0: 0.31 	ga1: 1.57 	ga2: 0.33 	ga3: 0.31 	ga4: 0.68 	ga5: 0.36 	ga6: 0.64 	gb0: 0.69 	gb1: 0.64 	gb2: 0.32 	gb3: 0.70 	gb4: 0.43 	gb5: 1.27 	gb6: 1.30 	gb7: 1.36 	gb8: -0.65 	gb9: -1.50
			Robot 5 	f: 51.05 	mf: 40.00 	ga0: 0.52 	ga1: 1.34 	ga2: 0.34 	ga3: 0.24 	ga4: 0.70 	ga5: 0.29 	ga6: 0.63 	gb0: 0.31 	gb1: 0.28 	gb2: 0.57 	gb3: 0.71 	gb4: 0.58 	gb5: 0.82 	gb6: -0.64 	gb7: -0.44 	gb8: -0.47 	gb9: -2.18
			Robot 6 	f: 26.08 	mf: 38.60 	ga0: 0.43 	ga1: 2.17 	ga2: 0.40 	ga3: 0.28 	ga4: 0.45 	ga5: 0.46 	ga6: 0.68 	gb0: 0.65 	gb1: 0.75 	gb2: 0.60 	gb3: 0.77 	gb4: 0.20 	gb5: 0.99 	gb6: -2.20 	gb7: -2.05 	gb8: 1.87 	gb9: -0.26
			Robot 7 	f: 4.62 	mf: 109.40 	ga0: 0.70 	ga1: 1.29 	ga2: 0.35 	ga3: 0.22 	ga4: 0.43 	ga5: 0.51 	ga6: 0.54 	gb0: 0.41 	gb1: 0.54 	gb2: 0.59 	gb3: 0.70 	gb4: 0.18 	gb5: 1.35 	gb6: -1.77 	gb7: -1.29 	gb8: 1.51 	gb9: -2.75
			Robot 8 	f: 106.14 	mf: -1094.60 	ga0: 0.70 	ga1: 1.68 	ga2: 0.31 	ga3: 0.40 	ga4: 0.52 	ga5: 0.49 	ga6: 0.57 	gb0: 0.46 	gb1: 0.47 	gb2: 0.57 	gb3: 0.58 	gb4: 0.24 	gb5: 1.76 	gb6: -0.41 	gb7: 0.17 	gb8: 0.33 	gb9: -1.60
			Robot 9 	f: 1.24 	mf: 13.60 	ga0: 0.34 	ga1: 2.65 	ga2: 0.43 	ga3: 0.23 	ga4: 0.56 	ga5: 0.41 	ga6: 0.60 	gb0: 0.69 	gb1: 0.38 	gb2: 0.43 	gb3: 0.55 	gb4: 0.40 	gb5: 2.11 	gb6: -0.38 	gb7: -1.02 	gb8: 0.81 	gb9: 1.54
			Robot 10 	f: 66.45 	mf: 88.20 	ga0: 0.57 	ga1: 2.17 	ga2: 0.29 	ga3: 0.27 	ga4: 0.51 	ga5: 0.39 	ga6: 0.57 	gb0: 0.62 	gb1: 0.69 	gb2: 0.61 	gb3: 0.57 	gb4: 0.61 	gb5: 2.57 	gb6: -0.70 	gb7: -1.87 	gb8: -0.59 	gb9: -3.17
			Robot 11 	f: 18.31 	mf: -48.80 	ga0: 0.63 	ga1: 1.31 	ga2: 0.31 	ga3: 0.32 	ga4: 0.46 	ga5: 0.38 	ga6: 0.90 	gb0: 0.63 	gb1: 0.27 	gb2: 0.45 	gb3: 0.38 	gb4: 0.27 	gb5: 2.24 	gb6: -1.47 	gb7: -2.42 	gb8: -0.48 	gb9: -0.48
			Robot 12 	f: 110.14 	mf: 124.40 	ga0: 0.49 	ga1: 1.21 	ga2: 0.30 	ga3: 0.22 	ga4: 0.44 	ga5: 0.28 	ga6: 0.54 	gb0: 0.35 	gb1: 0.49 	gb2: 0.26 	gb3: 0.65 	gb4: 0.32 	gb5: 2.11 	gb6: 2.13 	gb7: -1.33 	gb8: -2.62 	gb9: -2.41
			Robot 13 	f: 21.54 	mf: 4.20 	ga0: 0.43 	ga1: 0.94 	ga2: 0.30 	ga3: 0.24 	ga4: 0.66 	ga5: 0.34 	ga6: 0.57 	gb0: 0.57 	gb1: 0.66 	gb2: 0.39 	gb3: 0.48 	gb4: 0.52 	gb5: 1.30 	gb6: 2.80 	gb7: -1.26 	gb8: -2.38 	gb9: -3.66
			Robot 14 	f: 43.71 	mf: 51.00 	ga0: 0.81 	ga1: 0.86 	ga2: 0.57 	ga3: 0.31 	ga4: 0.44 	ga5: 0.29 	ga6: 0.64 	gb0: 0.31 	gb1: 0.37 	gb2: 0.33 	gb3: 0.32 	gb4: 0.18 	gb5: -0.14 	gb6: 0.21 	gb7: -3.16 	gb8: -2.79 	gb9: -0.13
		Population 21
			Robot 0 	f: 86.08 	mf: 45.80 	ga0: 0.28 	ga1: 0.67 	ga2: 0.44 	ga3: 0.33 	ga4: 0.59 	ga5: 0.43 	ga6: 0.54 	gb0: 0.44 	gb1: 0.53 	gb2: 0.47 	gb3: 0.30 	gb4: 0.63 	gb5: 2.68 	gb6: 1.03 	gb7: 1.24 	gb8: -1.33 	gb9: -1.05
			Robot 1 	f: 40.83 	mf: -187.80 	ga0: 0.75 	ga1: 1.65 	ga2: 0.44 	ga3: 0.30 	ga4: 0.47 	ga5: 0.34 	ga6: 0.54 	gb0: 0.27 	gb1: 0.78 	gb2: 0.35 	gb3: 0.32 	gb4: 0.32 	gb5: 0.18 	gb6: 3.02 	gb7: -2.32 	gb8: -2.21 	gb9: -2.01
			Robot 2 	f: 84.75 	mf: 24.60 	ga0: 0.22 	ga1: 1.98 	ga2: 0.29 	ga3: 0.28 	ga4: 0.66 	ga5: 0.42 	ga6: 0.75 	gb0: 0.57 	gb1: 0.63 	gb2: 0.58 	gb3: 0.76 	gb4: 0.23 	gb5: 3.40 	gb6: 2.70 	gb7: -0.65 	gb8: -1.88 	gb9: 1.42
			Robot 3 	f: 96.37 	mf: 103.80 	ga0: 0.35 	ga1: 1.27 	ga2: 0.30 	ga3: 0.30 	ga4: 0.45 	ga5: 0.47 	ga6: 0.65 	gb0: 0.45 	gb1: 0.46 	gb2: 0.48 	gb3: 0.36 	gb4: 0.39 	gb5: 2.50 	gb6: 1.22 	gb7: -1.17 	gb8: 1.29 	gb9: -3.17
			Robot 4 	f: 3.49 	mf: -9.40 	ga0: 0.70 	ga1: 1.39 	ga2: 0.32 	ga3: 0.32 	ga4: 0.56 	ga5: 0.46 	ga6: 0.59 	gb0: 0.33 	gb1: 0.61 	gb2: 0.14 	gb3: 0.40 	gb4: 0.40 	gb5: -0.13 	gb6: 2.26 	gb7: -0.19 	gb8: 1.40 	gb9: 1.49
			Robot 5 	f: 37.70 	mf: 40.60 	ga0: 0.50 	ga1: 1.27 	ga2: 0.32 	ga3: 0.47 	ga4: 0.57 	ga5: 0.28 	ga6: 0.72 	gb0: 0.26 	gb1: 0.62 	gb2: 0.22 	gb3: 0.53 	gb4: 0.62 	gb5: 0.56 	gb6: 2.56 	gb7: -1.49 	gb8: -2.88 	gb9: -3.15
			Robot 6 	f: 14.50 	mf: 34.80 	ga0: 0.46 	ga1: 1.34 	ga2: 0.35 	ga3: 0.25 	ga4: 0.44 	ga5: 0.37 	ga6: 0.67 	gb0: 0.47 	gb1: 0.72 	gb2: 0.51 	gb3: 0.77 	gb4: 0.49 	gb5: -0.20 	gb6: -0.60 	gb7: -2.73 	gb8: 0.06 	gb9: -0.08
			Robot 7 	f: 12.12 	mf: 96.20 	ga0: 0.59 	ga1: 2.13 	ga2: 0.49 	ga3: 0.22 	ga4: 0.43 	ga5: 0.39 	ga6: 0.54 	gb0: 0.47 	gb1: 0.40 	gb2: 0.29 	gb3: 0.74 	gb4: 0.17 	gb5: -0.72 	gb6: -1.30 	gb7: -1.71 	gb8: 0.79 	gb9: 0.24
			Robot 8 	f: 14.71 	mf: -560.00 	ga0: 0.59 	ga1: 1.45 	ga2: 0.36 	ga3: 0.31 	ga4: 0.48 	ga5: 0.61 	ga6: 0.59 	gb0: 0.69 	gb1: 0.69 	gb2: 0.50 	gb3: 0.44 	gb4: 0.54 	gb5: -0.30 	gb6: 0.99 	gb7: 0.75 	gb8: 1.50 	gb9: 0.81
			Robot 9 	f: -2227.13 	mf: -442.20 	ga0: 0.41 	ga1: 1.93 	ga2: 0.36 	ga3: 0.23 	ga4: 0.75 	ga5: 0.35 	ga6: 0.77 	gb0: 0.72 	gb1: 0.63 	gb2: 0.28 	gb3: 0.41 	gb4: 0.61 	gb5: 1.73 	gb6: -1.00 	gb7: -2.97 	gb8: 1.89 	gb9: -1.42
			Robot 10 	f: 22.69 	mf: 87.00 	ga0: 0.53 	ga1: 1.69 	ga2: 0.48 	ga3: 0.42 	ga4: 0.47 	ga5: 0.33 	ga6: 0.55 	gb0: 0.62 	gb1: 0.79 	gb2: 0.26 	gb3: 0.31 	gb4: 0.34 	gb5: -1.08 	gb6: -0.94 	gb7: -2.91 	gb8: 1.21 	gb9: -0.80
			Robot 11 	f: 157.96 	mf: -17.80 	ga0: 0.63 	ga1: 1.31 	ga2: 0.31 	ga3: 0.32 	ga4: 0.46 	ga5: 0.38 	ga6: 0.90 	gb0: 0.63 	gb1: 0.27 	gb2: 0.45 	gb3: 0.38 	gb4: 0.27 	gb5: 2.24 	gb6: -1.47 	gb7: -2.42 	gb8: -0.48 	gb9: -0.48
			Robot 12 	f: 107.63 	mf: 125.00 	ga0: 0.49 	ga1: 1.21 	ga2: 0.30 	ga3: 0.22 	ga4: 0.44 	ga5: 0.28 	ga6: 0.54 	gb0: 0.35 	gb1: 0.49 	gb2: 0.26 	gb3: 0.65 	gb4: 0.32 	gb5: 2.11 	gb6: 2.13 	gb7: -1.33 	gb8: -2.62 	gb9: -2.41
			Robot 13 	f: 7.89 	mf: -3.20 	ga0: 0.23 	ga1: 1.07 	ga2: 0.30 	ga3: 0.23 	ga4: 0.68 	ga5: 0.56 	ga6: 0.68 	gb0: 0.52 	gb1: 0.77 	gb2: 0.19 	gb3: 0.61 	gb4: 0.62 	gb5: 2.07 	gb6: 2.00 	gb7: 0.10 	gb8: -2.85 	gb9: -2.52
			Robot 14 	f: 59.30 	mf: 36.60 	ga0: 0.82 	ga1: 1.04 	ga2: 0.45 	ga3: 0.27 	ga4: 0.60 	ga5: 0.29 	ga6: 0.59 	gb0: 0.35 	gb1: 0.28 	gb2: 0.40 	gb3: 0.38 	gb4: 0.54 	gb5: 0.18 	gb6: -1.15 	gb7: -2.68 	gb8: -2.67 	gb9: -3.10
		Population 22
			Robot 0 	f: 118.50 	mf: 69.20 	ga0: 0.38 	ga1: 0.94 	ga2: 0.37 	ga3: 0.28 	ga4: 0.51 	ga5: 0.36 	ga6: 0.54 	gb0: 0.41 	gb1: 0.57 	gb2: 0.65 	gb3: 0.38 	gb4: 0.62 	gb5: 0.28 	gb6: -0.80 	gb7: 2.40 	gb8: -0.48 	gb9: -0.09
			Robot 1 	f: 132.69 	mf: -81.60 	ga0: 0.62 	ga1: 1.43 	ga2: 0.37 	ga3: 0.26 	ga4: 0.46 	ga5: 0.31 	ga6: 0.54 	gb0: 0.28 	gb1: 0.46 	gb2: 0.16 	gb3: 0.58 	gb4: 0.18 	gb5: -0.21 	gb6: 0.60 	gb7: 0.23 	gb8: -3.18 	gb9: -1.96
			Robot 2 	f: -631.17 	mf: -128.20 	ga0: 0.68 	ga1: 1.59 	ga2: 0.30 	ga3: 0.25 	ga4: 0.62 	ga5: 0.35 	ga6: 0.64 	gb0: 0.40 	gb1: 0.34 	gb2: 0.21 	gb3: 0.53 	gb4: 0.48 	gb5: 3.36 	gb6: 3.69 	gb7: -2.14 	gb8: 0.88 	gb9: -0.08
			Robot 3 	f: 6.50 	mf: 82.20 	ga0: 0.71 	ga1: 1.24 	ga2: 0.30 	ga3: 0.40 	ga4: 0.45 	ga5: 0.37 	ga6: 0.59 	gb0: 0.59 	gb1: 0.55 	gb2: 0.29 	gb3: 0.49 	gb4: 0.53 	gb5: 0.37 	gb6: -1.57 	gb7: 0.23 	gb8: -1.45 	gb9: -2.72
			Robot 4 	f: -66.63 	mf: -28.00 	ga0: 0.59 	ga1: 1.30 	ga2: 0.37 	ga3: 0.27 	ga4: 0.50 	ga5: 0.37 	ga6: 0.56 	gb0: 0.20 	gb1: 0.54 	gb2: 0.32 	gb3: 0.71 	gb4: 0.27 	gb5: 0.26 	gb6: -0.40 	gb7: -2.31 	gb8: 1.54 	gb9: 1.17
			Robot 5 	f: 33.70 	mf: 30.60 	ga0: 0.49 	ga1: 2.12 	ga2: 0.31 	ga3: 0.35 	ga4: 0.51 	ga5: 0.28 	ga6: 0.63 	gb0: 0.35 	gb1: 0.34 	gb2: 0.55 	gb3: 0.63 	gb4: 0.48 	gb5: -1.14 	gb6: 1.23 	gb7: 1.64 	gb8: -2.61 	gb9: -1.11
			Robot 6 	f: 136.60 	mf: 57.80 	ga0: 0.47 	ga1: 1.28 	ga2: 0.33 	ga3: 0.45 	ga4: 0.44 	ga5: 0.39 	ga6: 0.60 	gb0: 0.34 	gb1: 0.44 	gb2: 0.29 	gb3: 0.65 	gb4: 0.42 	gb5: 1.46 	gb6: 0.04 	gb7: 0.68 	gb8: 1.31 	gb9: -2.49
			Robot 7 	f: 25.54 	mf: 71.60 	ga0: 0.77 	ga1: 2.33 	ga2: 0.40 	ga3: 0.22 	ga4: 0.44 	ga5: 0.34 	ga6: 0.72 	gb0: 0.25 	gb1: 0.47 	gb2: 0.26 	gb3: 0.64 	gb4: 0.55 	gb5: 1.95 	gb6: 0.22 	gb7: -2.94 	gb8: 0.95 	gb9: -1.27
			Robot 8 	f: 62.85 	mf: -385.00 	ga0: 0.54 	ga1: 1.33 	ga2: 0.34 	ga3: 0.26 	ga4: 0.63 	ga5: 0.45 	ga6: 0.56 	gb0: 0.33 	gb1: 0.71 	gb2: 0.54 	gb3: 0.44 	gb4: 0.38 	gb5: -0.23 	gb6: 3.14 	gb7: 2.26 	gb8: -0.55 	gb9: -2.79
			Robot 9 	f: 6.65 	mf: -443.20 	ga0: 0.45 	ga1: 1.57 	ga2: 0.57 	ga3: 0.43 	ga4: 0.59 	ga5: 0.54 	ga6: 0.65 	gb0: 0.57 	gb1: 0.29 	gb2: 0.59 	gb3: 0.64 	gb4: 0.38 	gb5: -1.07 	gb6: -1.06 	gb7: 0.94 	gb8: -0.04 	gb9: -1.05
			Robot 10 	f: 154.21 	mf: 89.40 	ga0: 0.53 	ga1: 1.69 	ga2: 0.48 	ga3: 0.42 	ga4: 0.47 	ga5: 0.33 	ga6: 0.55 	gb0: 0.62 	gb1: 0.79 	gb2: 0.26 	gb3: 0.31 	gb4: 0.34 	gb5: -1.08 	gb6: -0.94 	gb7: -2.91 	gb8: 1.21 	gb9: -0.80
			Robot 11 	f: 90.13 	mf: 125.00 	ga0: 0.56 	ga1: 1.26 	ga2: 0.30 	ga3: 0.27 	ga4: 0.46 	ga5: 0.33 	ga6: 0.88 	gb0: 0.25 	gb1: 0.57 	gb2: 0.59 	gb3: 0.44 	gb4: 0.45 	gb5: 1.01 	gb6: 0.88 	gb7: -3.43 	gb8: 1.07 	gb9: -2.61
			Robot 12 	f: 140.97 	mf: 125.80 	ga0: 0.49 	ga1: 1.21 	ga2: 0.30 	ga3: 0.22 	ga4: 0.44 	ga5: 0.28 	ga6: 0.54 	gb0: 0.35 	gb1: 0.49 	gb2: 0.26 	gb3: 0.65 	gb4: 0.32 	gb5: 2.11 	gb6: 2.13 	gb7: -1.33 	gb8: -2.62 	gb9: -2.41
			Robot 13 	f: -167.97 	mf: -51.00 	ga0: 0.36 	ga1: 1.07 	ga2: 0.30 	ga3: 0.23 	ga4: 0.73 	ga5: 0.42 	ga6: 0.61 	gb0: 0.41 	gb1: 0.50 	gb2: 0.50 	gb3: 0.61 	gb4: 0.41 	gb5: 1.02 	gb6: 2.04 	gb7: -2.23 	gb8: -0.13 	gb9: -1.45
			Robot 14 	f: 165.73 	mf: 67.40 	ga0: 0.82 	ga1: 1.04 	ga2: 0.45 	ga3: 0.27 	ga4: 0.60 	ga5: 0.29 	ga6: 0.59 	gb0: 0.35 	gb1: 0.28 	gb2: 0.40 	gb3: 0.38 	gb4: 0.54 	gb5: 0.18 	gb6: -1.15 	gb7: -2.68 	gb8: -2.67 	gb9: -3.10
		Population 23
			Robot 0 	f: 34.68 	mf: 63.60 	ga0: 0.43 	ga1: 1.08 	ga2: 0.34 	ga3: 0.25 	ga4: 0.57 	ga5: 0.32 	ga6: 0.54 	gb0: 0.58 	gb1: 0.31 	gb2: 0.39 	gb3: 0.31 	gb4: 0.71 	gb5: 2.11 	gb6: -0.79 	gb7: -2.21 	gb8: -1.72 	gb9: -1.15
			Robot 1 	f: 37.59 	mf: 48.40 	ga0: 0.55 	ga1: 2.16 	ga2: 0.34 	ga3: 0.24 	ga4: 0.60 	ga5: 0.30 	ga6: 0.54 	gb0: 0.38 	gb1: 0.58 	gb2: 0.46 	gb3: 0.33 	gb4: 0.18 	gb5: -1.43 	gb6: 1.73 	gb7: -1.55 	gb8: -2.35 	gb9: -1.20
			Robot 2 	f: 0.42 	mf: -41.40 	ga0: 0.58 	ga1: 1.20 	ga2: 0.52 	ga3: 0.25 	ga4: 0.53 	ga5: 0.32 	ga6: 0.64 	gb0: 0.67 	gb1: 0.45 	gb2: 0.22 	gb3: 0.52 	gb4: 0.26 	gb5: 2.36 	gb6: -0.05 	gb7: -1.40 	gb8: -0.54 	gb9: -2.80
			Robot 3 	f: 183.12 	mf: 113.60 	ga0: 0.71 	ga1: 1.24 	ga2: 0.30 	ga3: 0.40 	ga4: 0.45 	ga5: 0.37 	ga6: 0.59 	gb0: 0.59 	gb1: 0.55 	gb2: 0.29 	gb3: 0.49 	gb4: 0.53 	gb5: 0.37 	gb6: -1.57 	gb7: 0.23 	gb8: -1.45 	gb9: -2.72
			Robot 4 	f: 1.41 	mf: -30.20 	ga0: 0.27 	ga1: 1.26 	ga2: 0.34 	ga3: 0.25 	ga4: 0.50 	ga5: 0.47 	ga6: 0.55 	gb0: 0.16 	gb1: 0.46 	gb2: 0.62 	gb3: 0.40 	gb4: 0.32 	gb5: -0.56 	gb6: 1.75 	gb7: 0.77 	gb8: 0.33 	gb9: 1.55
			Robot 5 	f: 1.24 	mf: 31.00 	ga0: 0.49 	ga1: 2.33 	ga2: 0.31 	ga3: 0.47 	ga4: 0.47 	ga5: 0.28 	ga6: 0.59 	gb0: 0.32 	gb1: 0.31 	gb2: 0.47 	gb3: 0.67 	gb4: 0.28 	gb5: 1.33 	gb6: 0.48 	gb7: -0.05 	gb8: 0.32 	gb9: -0.35
			Robot 6 	f: -35.56 	mf: 45.80 	ga0: 0.48 	ga1: 1.24 	ga2: 0.31 	ga3: 0.56 	ga4: 0.59 	ga5: 0.44 	ga6: 0.57 	gb0: 0.35 	gb1: 0.57 	gb2: 0.25 	gb3: 0.63 	gb4: 0.38 	gb5: -1.16 	gb6: -0.97 	gb7: 0.14 	gb8: 1.45 	gb9: -1.82
			Robot 7 	f: 111.59 	mf: 55.60 	ga0: 0.77 	ga1: 2.33 	ga2: 0.40 	ga3: 0.22 	ga4: 0.44 	ga5: 0.34 	ga6: 0.72 	gb0: 0.25 	gb1: 0.47 	gb2: 0.26 	gb3: 0.64 	gb4: 0.55 	gb5: 1.95 	gb6: 0.22 	gb7: -2.94 	gb8: 0.95 	gb9: -1.27
			Robot 8 	f: 0.00 	mf: -396.40 	ga0: 0.26 	ga1: 2.63 	ga2: 0.43 	ga3: 0.24 	ga4: 0.78 	ga5: 0.57 	ga6: 0.55 	gb0: 0.42 	gb1: 0.50 	gb2: 0.30 	gb3: 0.76 	gb4: 0.54 	gb5: -1.53 	gb6: 1.36 	gb7: -1.04 	gb8: 1.23 	gb9: -3.32
			Robot 9 	f: -75.64 	mf: -458.40 	ga0: 0.47 	ga1: 1.20 	ga2: 0.44 	ga3: 0.34 	ga4: 0.62 	ga5: 0.58 	ga6: 0.79 	gb0: 0.24 	gb1: 0.53 	gb2: 0.28 	gb3: 0.77 	gb4: 0.18 	gb5: 2.32 	gb6: -1.95 	gb7: -0.62 	gb8: -1.54 	gb9: -1.82
			Robot 10 	f: 154.89 	mf: 93.60 	ga0: 0.53 	ga1: 1.69 	ga2: 0.48 	ga3: 0.42 	ga4: 0.47 	ga5: 0.33 	ga6: 0.55 	gb0: 0.62 	gb1: 0.79 	gb2: 0.26 	gb3: 0.31 	gb4: 0.34 	gb5: -1.08 	gb6: -0.94 	gb7: -2.91 	gb8: 1.21 	gb9: -0.80
			Robot 11 	f: 51.71 	mf: 93.20 	ga0: 0.76 	ga1: 0.62 	ga2: 0.30 	ga3: 0.24 	ga4: 0.45 	ga5: 0.42 	ga6: 0.81 	gb0: 0.30 	gb1: 0.48 	gb2: 0.59 	gb3: 0.27 	gb4: 0.52 	gb5: -0.90 	gb6: 2.67 	gb7: -1.82 	gb8: -2.36 	gb9: -0.07
			Robot 12 	f: 85.51 	mf: 118.80 	ga0: 0.49 	ga1: 1.21 	ga2: 0.30 	ga3: 0.22 	ga4: 0.44 	ga5: 0.28 	ga6: 0.54 	gb0: 0.35 	gb1: 0.49 	gb2: 0.26 	gb3: 0.65 	gb4: 0.32 	gb5: 2.11 	gb6: 2.13 	gb7: -1.33 	gb8: -2.62 	gb9: -2.41
			Robot 13 	f: 136.23 	mf: -25.20 	ga0: 0.36 	ga1: 1.07 	ga2: 0.30 	ga3: 0.23 	ga4: 0.73 	ga5: 0.42 	ga6: 0.61 	gb0: 0.41 	gb1: 0.50 	gb2: 0.50 	gb3: 0.61 	gb4: 0.41 	gb5: 1.02 	gb6: 2.04 	gb7: -2.23 	gb8: -0.13 	gb9: -1.45
